Haplotype	Contig	Length	NumProdV	Order	LatinName	CommonName	sample	locus	R15_5	hmrc	pi_min	pi_mean	pi_max	sim_95	Simple_repeat	LINE/L1	LTR/ERVL-MaLR	LTR/ERVL	LTR/ERV1	Low_complexity
primary	SUPER_1	3412532	26	Didelphimorphia	Macropus eugenii	tammar wallaby	mMacEug1	IGH	0.2873429465276809	medium	0.790273556231003	91.84945631747436	1.0	30.76923076923077	0.0246075348157907	0.1081988388680311	0.0	0.0	0.0	0.0042692639951801
primary	SUPER_1	4801159	12	Didelphimorphia	Macropus eugenii	tammar wallaby	mMacEug1	IGK	0.2872231475774912	medium	0.660056657223796	83.37980900547677	0.9053627760252366	0.0	0.0126325747595528	0.0297394858199863	0.0	0.0	0.0	0.0029540783798245
primary	SUPER_4	5240500	70	Didelphimorphia	Macropus eugenii	tammar wallaby	mMacEug1	IGL	0.1023673313615113	medium	0.7091412742382271	88.85507445794121	1.0	28.57142857142857	0.0162196355309607	0.0543310752790764	0.0	0.0	0.0	0.0034237191107718
haplotype2	scaffold_10	529580	19	Pholidota	Manis pentadactyla	Chinese pangolin	mManPen7	IGH	0.039552097888893	low	0.6094182825484764	85.09055974184922	0.9602649006622516	10.52631578947368	0.0076154688621171	0.2015200725102911	0.0291249669549454	0.0160655613882699	0.0522942709316817	0.0100022659465991
haplotype2	scaffold_1	3748451	50	Pholidota	Manis pentadactyla	Chinese pangolin	mManPen7	IGK	0.495510012002291	medium	0.7863501483679525	95.92769061599292	1.0	70.0	0.0085638040886755	0.2165329091936909	0.0130712659709303	0.0240355282755463	0.0066726229047678	0.0013296158866689
haplotype1	SUPER_14	326857	22	Pholidota	Manis pentadactyla	Chinese pangolin	mManPen7	IGL	0.0	low	0.5795148247978437	88.86574637751085	1.0	50.0	0.0098391651394952	0.2115542882667344	0.0238911817706214	0.0100319099789816	0.0082788497722245	0.0012696683870928
haplotype1	SUPER_11	605082	13	Pholidota	Manis pentadactyla	Chinese pangolin	mManPen7	TRA	0.0642458377542217	low	0.5223463687150838	65.49152562104267	0.9722222222222222	15.38461538461538	0.0110199939842864	0.2309653898149341	0.0106283115346349	0.0208170132312645	0.0157251413857956	0.0033069897964242
haplotype2	scaffold_7	202399	7	Pholidota	Manis pentadactyla	Chinese pangolin	mManPen7	TRB	0.0	low	0.5065963060686016	56.85724770479528	0.6371428571428571	0.0	0.0058399498021235	0.1517843467606065	0.0177718269359038	0.0203805354769539	0.0034634558471138	0.0013636431010034
primary	SUPER_7	1646586	56	Carnivora	Martes martes	European pine marten	mMarMar1	IGH	0.0	low	0.85	93.01524100635906	0.979933110367893	25.0	0.0158509789345955	0.3916309260494137	0.0075720308565723	0.0272764374287161	0.0145671103726133	0.0037046349234112
primary	SUPER_9	765004	45	Carnivora	Martes martes	European pine marten	mMarMar1	IGK	0.064540839002149	low	0.7360703812316716	89.00132609988938	0.980327868852459	8.888888888888879	0.0134496028778934	0.1627651620122247	0.0121084334199559	0.0404442329713308	0.0083973417132459	0.0038967116511809
primary	SUPER_13	2413506	54	Carnivora	Martes martes	European pine marten	mMarMar1	IGL	0.0	low	0.4965986394557823	80.83442874396731	0.9537953795379538	3.7037037037037	0.0197455485919653	0.3235392826866807	0.006519146834522	0.0211663032948747	0.0058458524652517	0.0055690766876071
primary	SUPER_7	828736	31	Carnivora	Martes martes	European pine marten	mMarMar1	TRA	0.0	low	0.5408450704225352	80.91036293934881	0.9528619528619529	6.451612903225799	0.0168244169433933	0.1685446269982238	0.0117130183797976	0.0186754286045254	0.004697515252143	0.0065618001390068
alternate	atg000696l_1	123972	4	Carnivora	Martes martes	European pine marten	mMarMar1	TRB	0.0	low	0.5263157894736842	54.035465277253394	0.5528455284552846	0.0	0.0176330139063659	0.1376278514503275	0.0131642628980737	0.017729809957087	0.0048156035233762	0.0081308682605749
paternal	SUPER_6	2489979	49	Carnivora	Meles meles	European badger	mMelMel3	IGH	0.0126342431000422	low	0.6236263736263736	90.82621542632324	0.9733333333333334	12.244897959183671	0.0159073630741464	0.4194244208485292	0.0116442749115554	0.0197929380127302	0.0105792056880801	0.005780771645062
maternal	CAKLPQ010000015.1	731522	36	Carnivora	Meles meles	European badger	mMelMel3	IGK	0.0	low	0.7514792899408284	91.7410153394596	1.0	38.88888888888889	0.0166898603186233	0.2393133767678894	0.0083018692534195	0.0387028688132414	0.0049690918386596	0.0045671900503334
maternal	CAKLPQ010000013.1	1802565	42	Carnivora	Meles meles	European badger	mMelMel3	IGL	0.0	low	0.5962059620596206	80.44539352348127	1.0	11.9047619047619	0.0177613567333216	0.327997048650118	0.0065861702629308	0.0225389930460205	0.0041440946651022	0.0061490154307889
paternal	SUPER_6	671361	30	Carnivora	Meles meles	European badger	mMelMel3	TRA	0.0	low	0.5434173669467787	80.47710665888735	0.9863013698630136	23.333333333333332	0.0182956710324251	0.22147548040473	0.012354009243909	0.0239215563608848	0.0058463330458575	0.0078616422461239
maternal	CAKLPQ010000010.1	128716	4	Carnivora	Meles meles	European badger	mMelMel3	TRB	0.0	low	0.5730027548209367	73.81146821660217	0.9016393442622952	0.0	0.0180008701326952	0.1809953696510146	0.0080409583890114	0.0141707324652723	0.0048556512010938	0.0101774449174927
haplotype2	JAQJZG010000010.1	4603516	112	Rodentia	Microtus californicus	California Vole	mMicCal1.0	IGH	0.0	low	0.5956873315363881	91.16825112975991	1.0	41.07142857142857	0.0131492971893656	0.2724752124245903	0.0094532092426745	0.0013276808422084	0.0009173423096607	0.004160298345873
haplotype1	JAQJZF010000001.1	2099892	49	Rodentia	Microtus californicus	California Vole	mMicCal1.0	IGK	0.0	low	0.6	80.52731084652915	0.9860627177700348	4.08163265306122	0.0151450646033224	0.231666676190966	0.0164960864653991	0.0012910187762037	0.0019205749629028	0.004271648256196
haplotype2	JAQJZG010000003.1	508195	8	Rodentia	Microtus californicus	California Vole	mMicCal1.0	IGL	0.0	low	0.5251256281407035	69.7464966354584	0.804093567251462	0.0	0.0183079329784826	0.2577239051938724	0.0129359792992847	0.000946487076811	0.0002341620834522	0.0052952114837808
haplotype1	JAQJZF010000013.1	554153	25	Rodentia	Microtus californicus	California Vole	mMicCal1.0	TRA	0.0	low	0.547945205479452	79.5866980705778	0.911660777385159	0.0	0.0156996352992765	0.1776134027967005	0.0259098119111508	0.0020211024753091	0.0	0.004302060983158
haplotype2	JAQJZG010000001.1	234491	2	Rodentia	Microtus californicus	California Vole	mMicCal1.0	TRB	0.0	low	0.5372340425531915	53.72340425531915	0.5372340425531915	0.0	0.0193994652246781	0.1545858902900324	0.0191180045289584	0.0	0.0005415986114605	0.0065546225654715
haplotype2	JARDRO010000009.1	578316	15	Carnivora	Mirounga angustirostris	Northern Elephant Seal	mMirAng1	IGH	0.1225748552694374	medium	0.5768194070080862	89.11785186287209	0.9602649006622516	26.66666666666666	0.0142655572386031	0.3347235767296772	0.0180472267756728	0.0160206530685645	0.0190276596186168	0.0140580582242234
haplotype1	JARDRN010000010.1	155279	6	Carnivora	Mirounga angustirostris	Northern Elephant Seal	mMirAng1	IGK	0.0	low	0.6278409090909091	73.89281332390306	0.8242424242424242	0.0	0.0211232684393897	0.1772937744318291	0.0225980332176276	0.0334365883345462	0.0075605844962937	0.0066911816794286
haplotype1	JARDRN010000014.1	4260731	60	Carnivora	Mirounga angustirostris	Northern Elephant Seal	mMirAng1	IGL	0.8569435620319612	high	0.664804469273743	95.72604078110191	1.0	73.33333333333333	0.01766222744407	0.2795118959633922	0.0176572987123571	0.0304128563854418	0.0120319729173233	0.006336940773778
haplotype1	JARDRN010000009.1	529974	25	Carnivora	Mirounga angustirostris	Northern Elephant Seal	mMirAng1	TRA	0.0	low	0.5292479108635098	86.68650800014018	1.0	48.0	0.020508553249782	0.158449282417628	0.009100446436995	0.0213218006921094	0.0120383264084653	0.0119987018231083
haplotype2	JARDRO010000013.1	108863	4	Carnivora	Mirounga angustirostris	Northern Elephant Seal	mMirAng1	TRB	0.0	low	0.5264550264550265	58.428625226180216	0.6056338028169014	0.0	0.0162865252657009	0.1709763647887712	0.0114272066726068	0.0251049484214103	0.0054104700403259	0.0100401421970733
primary	SUPER_1	1000353	15	Didelphimorphia	Monodelphis domestica	gray short-tailed opossum	mMonDom1	IGH	0.0	low	0.8913738019169329	92.87801741313724	0.946843853820598	0.0	0.0168330579305505	0.172495109226443	0.0	0.0	0.0	0.0047283308991925
primary	SUPER_3	2204385	66	Didelphimorphia	Monodelphis domestica	gray short-tailed opossum	mMonDom1	IGL	0.0177995223157479	low	0.8212121212121212	91.45565149918599	1.0	16.66666666666666	0.0241926886637316	0.0682271926183493	0.0	0.0	0.0	0.004097287905697
primary	SUPER_5	171104	7	Didelphimorphia	Monodelphis domestica	gray short-tailed opossum	mMonDom1	TRB	0.0	low	0.5474254742547425	79.43428498349641	0.9657534246575342	28.57142857142857	0.0335410043014774	0.0772045072002992	0.0	0.0	0.0	0.0012740789227604
primary	SUPER_12	373499	23	Rodentia	Muscardinus avellanarius	hazel dormouse	mMusAve1	IGH	0.0	low	0.8235294117647058	94.12666610804084	1.0	52.17391304347826	0.0180696601597326	0.2380541848840291	0.0062034971981183	0.0012208868029097	0.0171111569241149	0.0006318624681726
primary	SUPER_15	207794	25	Rodentia	Muscardinus avellanarius	hazel dormouse	mMusAve1	IGK	0.0	low	0.8397435897435898	89.75592621871894	0.972508591065292	8.0	0.0270556416450908	0.1187137260941124	0.0025121033331087	0.0003946215963887	0.0109531555290335	0.001217551998614
primary	SUPER_21	369951	42	Rodentia	Muscardinus avellanarius	hazel dormouse	mMusAve1	IGL	0.0	low	0.6153846153846154	92.41872148084323	1.0	40.476190476190474	0.0163237834199664	0.0662493140983535	0.007822657595195	0.0033572013590989	0.0082875840313987	0.0069603812396776
alternate	atg005097l_1	130749	10	Rodentia	Muscardinus avellanarius	hazel dormouse	mMusAve1	TRB	0.0	low	0.5442359249329759	64.45991070515188	0.8125	0.0	0.0171244139534527	0.1688578880144398	0.0190058814981376	0.0158318610467384	0.0112964535101606	0.0039082516883494
primary	Super_Scaffold_2	2325178	41	Carnivora	Mustela erminea	stoat	mMusErm1	IGL	0.0	low	0.6	80.28857570627994	0.9726027397260274	4.8780487804878	0.0178330433196942	0.3212252997404929	0.0061427555223729	0.0178678793623541	0.0064820843823569	0.0065263820662332
primary	scaffold_5_arrow_ctg1	787579	31	Carnivora	Mustela erminea	stoat	mMusErm1	TRA	0.0	low	0.5449438202247191	78.01655209796779	0.9461279461279462	0.0	0.0174611054891001	0.208029924617086	0.0090924212047299	0.0211953340553773	0.0051956692598456	0.008802926436586
alternate	000110F_016_arrow_arrow	149172	9	Carnivora	Mustela erminea	stoat	mMusErm1	TRB	0.0	low	0.5413333333333333	76.60752912392704	1.0	44.44444444444444	0.0182138739173571	0.1258748290563912	0.0102029871557664	0.0156865899766712	0.0037004263534711	0.007126002198804
primary	SUPER_7	1327671	46	Carnivora	Mustela lutreola	European mink	mMusLut2	IGH	0.0140531803436242	low	0.8159509202453987	94.07986828276994	1.0	41.30434782608695	0.0159640453094177	0.3948493263767906	0.0063215962388272	0.0165756426102551	0.0138957618265368	0.0058154467484791
primary	SUPER_9	763828	54	Carnivora	Mustela lutreola	European mink	mMusLut2	IGK	0.0	low	0.5913978494623656	88.34888373766631	1.0	11.11111111111111	0.0189414370774572	0.1892965432008253	0.0085280979487528	0.0376393638358373	0.0075448923055975	0.0068287624962687
primary	SUPER_11	1981247	42	Carnivora	Mustela lutreola	European mink	mMusLut2	IGL	0.0	low	0.5922865013774105	79.52534247677713	0.952542372881356	4.76190476190476	0.0184565579152927	0.3495122011541216	0.0062622176841151	0.0181411000243785	0.0057070117961061	0.0063480222304437
primary	SUPER_7	742575	36	Carnivora	Mustela lutreola	European mink	mMusLut2	TRA	0.0	low	0.5495750708215298	80.35288518107895	0.9581881533101044	11.11111111111111	0.0179672086994579	0.195044271622395	0.0114493485506514	0.0233336699996633	0.0057421809244857	0.0076436723563276
alternate	atg001107l_path_1	131682	6	Carnivora	Mustela lutreola	European mink	mMusLut2	TRB	0.0	low	0.5274151436031331	57.32957853705418	0.6438746438746439	0.0	0.018339636396774	0.1361765465287586	0.0111328807278139	0.0194635561428289	0.0039565012682067	0.0085281207758083
haplotype2	scaffold_8	1508319	47	Carnivora	Mustela nivalis	Least weasel	mMusNiv1	IGH	0.017335192356524	low	0.7771084337349398	91.31124851385593	0.9865771812080536	21.27659574468085	0.015165889974203	0.4170881623847475	0.0096100360732709	0.0125053122051767	0.0087156629333715	0.0060033719657446
haplotype1	scaffold_1	971988	60	Carnivora	Mustela nivalis	Least weasel	mMusNiv1	IGK	0.0	low	0.7180232558139535	90.31382077339069	1.0	25.0	0.020906636707449	0.1924591661625452	0.0083550414202644	0.0384963600373667	0.0088015489903167	0.0082645053231109
haplotype2	scaffold_14	1940750	42	Carnivora	Mustela nivalis	Least weasel	mMusNiv1	IGL	0.033690068272575	low	0.6005434782608695	80.15528214306622	0.952542372881356	4.76190476190476	0.017260852763107	0.3589308257117093	0.0059229679247713	0.0179399716604405	0.007390441839495	0.0058168233930181
haplotype2	scaffold_8	769152	32	Carnivora	Mustela nivalis	Least weasel	mMusNiv1	TRA	0.0	low	0.5577464788732395	78.63573583173033	0.9581881533101044	6.25	0.015968235147279	0.2034617344816109	0.0101163359127974	0.0213715884506573	0.0043671471958728	0.0082493447329006
haplotype2	scaffold_12	134077	7	Carnivora	Mustela nivalis	Least weasel	mMusNiv1	TRB	0.0	low	0.5343915343915344	66.91934241864571	0.9108910891089108	0.0	0.0213832350067498	0.1456774838339163	0.0118812324261431	0.018452083504255	0.0041095788241085	0.0085846192859327
primary	SUPER_20	1257803	63	Chiroptera	Myotis daubentonii	Daubenton's bat	mMyoDau2	IGH	0.0248035662182392	low	0.7601246105919003	85.5820243518519	0.9865771812080536	6.349206349206341	0.021108233960326	0.1792021485081527	0.0185243635132051	0.0240769023448028	0.0219056561321606	0.0029710534956587
primary	SUPER_19	503100	98	Chiroptera	Myotis daubentonii	Daubenton's bat	mMyoDau2	IGL	0.0246690518783542	low	0.7507598784194529	89.42133758142339	0.9930795847750864	29.59183673469387	0.0234168157423971	0.06472470681773	0.0040409461339693	0.0083581792884118	0.0006678592725104	0.0056867421983701
primary	SUPER_1	994401	37	Chiroptera	Myotis daubentonii	Daubenton's bat	mMyoDau2	TRA	0.0	low	0.5314285714285715	79.9677540874821	0.9790940766550522	5.4054054054054	0.0186624912887255	0.1550139229546229	0.0101880428519279	0.0169881164640824	0.005377106418839	0.0046490299185137
primary	SUPER_10	280469	13	Chiroptera	Myotis daubentonii	Daubenton's bat	mMyoDau2	TRB	0.0	low	0.5079787234042553	78.02756882849958	0.9661016949152542	15.38461538461538	0.0159482866199116	0.112069426567642	0.0121867300842517	0.0202090070560382	0.0	0.0026027831952907
haplotype1	JAPQVT010000022.1	1626490	62	Chiroptera	Myotis yumanensis	Yuma myotis	mMyoYum1.0	IGH	0.0479154498336909	low	0.7225433526011561	84.45331524440833	0.922077922077922	0.0	0.0186825618356091	0.1564577710284108	0.0184415520538091	0.0232156361244151	0.0198285879409034	0.0033815147956642
haplotype1	JAPQVT010000019.1	597644	119	Chiroptera	Myotis yumanensis	Yuma myotis	mMyoYum1.0	IGL	0.0381665339232051	low	0.651685393258427	87.41581989479413	1.0	16.806722689075627	0.0185746029408811	0.0468339011183915	0.0046298465307105	0.0064603677105434	0.0037781689433843	0.006145799171413
haplotype1	JAPQVT010000001.1	1030360	32	Chiroptera	Myotis yumanensis	Yuma myotis	mMyoYum1.0	TRA	0.0	low	0.5149863760217984	81.93522421441604	0.9929078014184396	40.625	0.0152325400830777	0.1446940875033968	0.0098266625257191	0.0167805427229317	0.0063705889203773	0.005398113280795
haplotype2	JAPQVU010000011.1	276952	15	Chiroptera	Myotis yumanensis	Yuma myotis	mMyoYum1.0	TRB	0.0	low	0.5267379679144385	70.88130404150324	0.9069767441860463	0.0	0.0165335509402351	0.1077154163898437	0.007279239723851	0.0209458678760218	0.0	0.003321875270805
primary	SUPER_7	1934639	48	Carnivora	Neofelis nebulosa	Clouded leopard	mNeoNeb1	IGH	0.8605615828069216	high	0.5907859078590786	94.79135047015896	1.0	58.333333333333336	0.0115313502932588	0.4143785998318032	0.0033613506189009	0.0198693399647169	0.0275012547560552	0.0067035762227474
primary	SUPER_9	152113	10	Carnivora	Neofelis nebulosa	Clouded leopard	mNeoNeb1	IGK	0.0	low	0.6521739130434783	87.8703741877353	0.9738562091503268	40.0	0.0300171582967925	0.1456285787539526	0.0134571009709886	0.0470176776475383	0.0081321123112423	0.012924602105014
primary	SUPER_11	1232772	64	Carnivora	Neofelis nebulosa	Clouded leopard	mNeoNeb1	IGL	0.0	low	0.6563380281690141	92.31387374589865	1.0	67.1875	0.0230115544480244	0.1850496279928486	0.010048897930842	0.0321665320107854	0.0122763982309786	0.0069201766425583
primary	SUPER_7	484513	28	Carnivora	Neofelis nebulosa	Clouded leopard	mNeoNeb1	TRA	0.0	low	0.5401662049861495	78.71411233150144	1.0	25.0	0.0297205647732878	0.1546088546643743	0.0139975604369748	0.0263357226741078	0.0093041879165264	0.018375151956707
primary	SUPER_4	129422	6	Carnivora	Neofelis nebulosa	Clouded leopard	mNeoNeb1	TRB	0.0	low	0.5294117647058824	59.37717708024765	0.615819209039548	0.0	0.0279318817511705	0.1923475143329573	0.0066990156233097	0.0224691319868337	0.0043501104912611	0.0117599789834803
primary	SUPER_6	927067	22	Primates	Nycticebus coucang	slow loris	mNycCou1	IGH	0.2300405472312141	medium	0.8215384615384616	91.0484600904572	0.9483870967741936	0.0	0.0112009164386177	0.3136623350847349	0.0041140500093305	0.0166180006407303	0.0293560228117277	0.0031033355733727
primary	SUPER_4	703933	16	Primates	Nycticebus coucang	slow loris	mNycCou1	IGK	0.0	low	0.752906976744186	82.91350088934142	0.8881578947368421	0.0	0.0105876553592458	0.304466476212935	0.0169661033081273	0.0024292084616007	0.0093091245899822	0.004408089974472
primary	SUPER_4	5878440	88	Primates	Nycticebus coucang	slow loris	mNycCou1	IGL	0.0194737039078394	low	0.6333333333333333	92.74210979216339	1.0	54.54545454545454	0.009034029436381	0.1554963561761283	0.0147127469192506	0.0074051959363368	0.0122376004518205	0.0026256966133872
alternate	atg000243l_1	833438	41	Primates	Nycticebus coucang	slow loris	mNycCou1	TRA	0.0	low	0.5485714285714286	80.34241330630874	0.9645390070921984	9.75609756097561	0.0091692483424081	0.3010889832237071	0.0110650102347145	0.0239189957741307	0.0034783631175924	0.0032047974774368
alternate	atg000415l_1	315228	19	Primates	Nycticebus coucang	slow loris	mNycCou1	TRB	0.0	low	0.5582655826558266	73.09128884434797	0.8952702702702703	0.0	0.01022434555306	0.1905858616620351	0.0168068826373291	0.0232625274404558	0.0102306901671171	0.0022999225957085
primary	SUPER_2	340667	28	Artiodactyla	Orcinus orca	killer whale	mOrcOrc1	IGH	0.6809641086456862	high	0.6818181818181818	93.91929687284775	0.9730639730639732	53.57142857142857	0.0174334467383104	0.2226543809644021	0.0204627979816066	0.0	0.0504246081950996	0.0017583153049752
primary	SUPER_13	65591	1	Artiodactyla	Orcinus orca	killer whale	mOrcOrc1	IGK	0.0	low	0.0	0.0	0.0	0.0	0.0176701071793386	0.1965056181488313	0.0338613529295177	0.0420789437575277	0.0105959659099571	0.0029119848759738
primary	SUPER_15	352384	28	Artiodactyla	Orcinus orca	killer whale	mOrcOrc1	IGL	0.0	low	0.5918367346938775	90.98037079401877	1.0	64.28571428571429	0.0136981247729749	0.0942693198329095	0.0242406011623683	0.077319061024337	0.0024320059934616	0.0031897021431166
primary	SUPER_2	703507	37	Artiodactyla	Orcinus orca	killer whale	mOrcOrc1	TRA	0.8852221797366622	high	0.919732441471572	97.65023710988861	1.0	89.1891891891892	0.0093929413637675	0.2491304279843697	0.0083268538905796	0.0562254533359298	0.0078691470020909	0.001532323061462
alternate	atg001820l_1	92322	5	Artiodactyla	Orcinus orca	killer whale	mOrcOrc1	TRB	0.0	low	0.543010752688172	59.649396158190186	0.6353276353276354	0.0	0.0159225320075388	0.1490760598773856	0.0219557635233205	0.0226164944433612	0.0016680747817421	0.0025129438270401
alternate	JAOPKX010000011.1	2899058	147	Rodentia	Peromyscus maniculatus	deer mouse	mPerMan1.0	IGH	0.0446438118864817	low	0.5910780669144982	90.70209911380005	1.0	32.65306122448979	0.0203997298432801	0.1489901202390569	0.0153663707314582	0.001668128060908	0.0028240207681253	0.0022835003646011
alternate	JAOPKX010000009.1	4254990	176	Rodentia	Peromyscus maniculatus	deer mouse	mPerMan1.0	IGK	0.0	low	0.6459627329192547	91.1694309365632	1.0	34.090909090909086	0.0208729045191645	0.1793738645684243	0.0252776152235375	0.0015828474332489	0.002813637634871	0.0038145800577674
primary	JAOPKW010000054.1	1667348	18	Rodentia	Peromyscus maniculatus	deer mouse	mPerMan1.0	IGL	0.0	low	0.5234159779614325	86.7323629578595	0.9470198675496688	0.0	0.020094785251789	0.1919923135422239	0.0176177978442412	0.0025489579859753	0.0008054707235682	0.0041850891355613
alternate	JAOPKX010000029.1	1346329	68	Rodentia	Peromyscus maniculatus	deer mouse	mPerMan1.0	TRA	0.0	low	0.5754985754985755	91.77669036866723	0.9928057553956836	39.70588235294117	0.0192404679688248	0.2065787782926758	0.046097944855975	0.0041616870764872	0.0008578883764666	0.0042998405293208
alternate	JAOPKX010000037.1	200733	7	Rodentia	Peromyscus maniculatus	deer mouse	mPerMan1.0	TRB	0.0	low	0.6072423398328691	81.79285364907241	0.9657534246575342	42.85714285714285	0.0251229244817743	0.0886401339092227	0.0260794189296229	0.0058037293319982	0.0069246212630708	0.0024609805064438
primary	scaffold_2_arrow_ctg1	214038	9	Artiodactyla	Phocoena sinus	vaquita	mPhoSin1	IGH	0.4110485054055822	medium	0.8557993730407524	94.70659065721205	0.9664429530201344	77.77777777777779	0.021860604191779	0.2451293695512011	0.012301553929676	0.0	0.0556349807043609	0.0030181556546033
primary	scaffold_11_arrow_ctg1	103548	3	Artiodactyla	Phocoena sinus	vaquita	mPhoSin1	IGK	0.0	low	0.579088471849866	70.37507381799747	0.7660818713450293	0.0	0.0155773167999381	0.248435508170124	0.0297736315525167	0.0343319040445011	0.0129312009889133	0.0036021941515046
primary	scaffold_8_arrow_ctg1	123828	5	Artiodactyla	Phocoena sinus	vaquita	mPhoSin1	TRB	0.0	low	0.5456989247311828	58.25205574530044	0.6267806267806267	0.0	0.0124769842038957	0.1392253771360274	0.0311561197790483	0.0315276028038892	0.0013324934586684	0.0015424621248829
primary	SUPER_1	3195581	640	Chiroptera	Plecotus auritus	brown big-eared bat	mPleAur1	IGH	0.2639642055701295	medium	0.8229508196721311	97.48722331110976	1.0	79.84375	0.0341027187231367	0.1309026433690774	0.0147287770205167	0.013029242569661	0.0125682935278436	0.0066904891473569
primary	SUPER_13	739202	147	Chiroptera	Plecotus auritus	brown big-eared bat	mPleAur1	IGL	0.0	low	0.6191780821917808	93.34234350483104	1.0	42.85714285714285	0.0307764318819483	0.0547428172542823	0.0049972808515128	0.0122726940673861	0.0004694251368367	0.0053517171219774
primary	SUPER_1	651933	25	Chiroptera	Plecotus auritus	brown big-eared bat	mPleAur1	TRA	0.0	low	0.5263157894736842	75.07569761685721	0.9929824561403509	32.0	0.0177303495911389	0.2090322165007754	0.0086113143528552	0.0126638780365467	0.0044651827718492	0.0060220912271659
alternate	atg000580l_1	245764	13	Chiroptera	Plecotus auritus	brown big-eared bat	mPleAur1	TRB	0.0	low	0.5106382978723404	68.54817431787494	0.8068535825545171	0.0	0.0136106183167591	0.1289041519506518	0.0123533145619374	0.0198442408163929	0.0	0.0034463957292361
haplotype1	CM060209.1	1524091	58	Carnivora	Puma concolor	Mountain Lion	mPumCon1.1	IGH	0.8447579573660627	high	0.5887096774193549	96.9883106278538	1.0	75.86206896551724	0.0150010727705891	0.3749553012254518	0.0033016401251631	0.0168008340709314	0.0555176823431146	0.0034249923396962
haplotype2	CM060226.1	152164	9	Carnivora	Puma concolor	Mountain Lion	mPumCon1.1	IGK	0.0	low	0.6705539358600583	88.72632683517566	0.980327868852459	33.33333333333333	0.0340159301805946	0.1439828080229226	0.0148655398123077	0.0481914250414027	0.0072947609158539	0.013662890039694
haplotype1	CM060215.1	1229347	81	Carnivora	Puma concolor	Mountain Lion	mPumCon1.1	IGL	0.2556511709061803	medium	0.6302521008403361	91.80223082250191	1.0	55.55555555555556	0.0222817479523682	0.187982725788569	0.0134290806419993	0.0320641771607202	0.0101061783206856	0.0078350538944659
haplotype1	CM060209.1	491347	28	Carnivora	Puma concolor	Mountain Lion	mPumCon1.1	TRA	0.0	low	0.5257452574525745	74.11118124729951	0.978798586572438	25.0	0.0361068654128345	0.1537365649937824	0.0146169611293037	0.0259246520279965	0.0097466759744131	0.0129460442416459
haplotype2	CM060225.1	129608	6	Carnivora	Puma concolor	Mountain Lion	mPumCon1.1	TRB	0.0	low	0.5253333333333333	59.130426481085664	0.615819209039548	0.0	0.0265492870810443	0.1942626998333436	0.0087417443367693	0.022182272699216	0.0043207209431516	0.0116582309733967
alternate	hap_ptg001007l_1_1	2998196	167	Eulipotyphla	Sorex araneus	Common shrew	mSorAra2	IGH	0.0131088828081953	low	0.7544910179640718	89.06332266753282	0.979933110367893	13.17365269461078	0.0176412749533386	0.06237717614192	0.0	0.0	0.0	0.0053505507978797
primary	SUPER_X	1907163	33	Eulipotyphla	Sorex araneus	Common shrew	mSorAra2	IGK	0.0	low	0.782608695652174	87.14392805923309	0.9929824561403509	6.06060606060606	0.0084733187462214	0.0202494490507628	0.0010890521680632	0.0001101111965783	0.0	0.0009354208318848
primary	SUPER_9	3508363	186	Eulipotyphla	Sorex araneus	Common shrew	mSorAra2	IGL	0.2560755543254788	medium	0.6281690140845071	93.31533165971791	1.0	53.76344086021505	0.018191390115561	0.1020772365915385	0.000163894101038	0.000458333416468	0.0005093543627042	0.0050673205708759
primary	SUPER_3	643487	24	Eulipotyphla	Sorex araneus	Common shrew	mSorAra2	TRA	0.0	low	0.5204359673024523	74.42985364925643	0.965034965034965	16.66666666666666	0.0223485478339111	0.083084817564302	0.004024945336891	0.0105270191938609	0.0018508532417904	0.0061073494880238
primary	SUPER_1	226453	6	Eulipotyphla	Sorex araneus	Common shrew	mSorAra2	TRB	0.0	low	0.5251989389920424	76.01135514231557	0.8819672131147541	0.0	0.0220840527615001	0.0548590656780877	0.0013556897016157	0.0005652387029538	0.0	0.0041951309984853
primary	JANJXV010000359.1	651011	54	Rodentia	Thomomys bottae	Botta's pocket gopher	mThoBot1.0	IGH	0.027741466734049	low	0.7235494880546075	92.61582227676594	0.9865771812080536	29.629629629629626	0.0259135406314179	0.0722384107180984	0.0006128928697057	0.0	0.0020322237258663	0.0095236486019437
alternate	JANJXW010000010.1	4196534	141	Rodentia	Thomomys bottae	Botta's pocket gopher	mThoBot1.0	IGK	0.2083450294933866	medium	0.637883008356546	95.2282557658932	1.0	67.37588652482269	0.0173197691237578	0.1264905753176311	0.0002206582860999	0.0	0.0001446431745816	0.0057678550918448
primary	JANJXV010000011.1	455269	21	Rodentia	Thomomys bottae	Botta's pocket gopher	mThoBot1.0	TRA	0.0232214361179873	low	0.5235457063711911	85.43251708735191	0.9854545454545456	19.04761904761904	0.0151624643891852	0.1235621138272098	0.0039251519431369	0.0024359224985667	0.0014628714013034	0.0058888261665081
alternate	JANJXW010000007.1	106829	10	Rodentia	Thomomys bottae	Botta's pocket gopher	mThoBot1.0	TRB	0.0	low	0.5392953929539296	82.1297763461233	1.0	60.0	0.0205468552546593	0.0226062211571764	0.0037911054114519	0.0028924730176263	0.0	0.0092016212826105
