Subject	Haplotype	Locus	Contig	StartPos	EndPos	Length	QualityPass	QType	QType_comment	Selected
mManPen7	haplotype1	IGK	SUPER_2	161025434	161387211	361777	False			False
mManPen7	haplotype1	IGK	SUPER_2	158625200	161387211	2762011	True	manually selected	merged	False
mManPen7	haplotype2	IGK	scaffold_1	74247273	74611585	364312	False			False
mManPen7	haplotype2	IGK	scaffold_1	75040401	75100024	59623	False			False
mManPen7	haplotype2	IGK	scaffold_1	75467106	75503359	36253	False			False
mManPen7	haplotype2	IGK	scaffold_1	75987708	76072747	85039	False			False
mManPen7	haplotype2	IGK	scaffold_1	76631890	76668148	36258	False			False
mManPen7	haplotype2	IGK	scaffold_1	77161931	77246858	84927	False			False
mManPen7	haplotype2	IGK	scaffold_1	77660075	77995724	335649	False			False
mManPen7	haplotype2	IGK	scaffold_1	74247273	77995724	3748451	True	manually selected	merged	True
mManPen7	haplotype1	IGL	SUPER_14	5764448	6091305	326857	True			True
mManPen7	haplotype2	IGL	scaffold_14	5742107	6068964	326857	True			False
mManPen7	haplotype1	TRA	SUPER_11	76328911	76933993	605082	True			True
mManPen7	haplotype2	TRA	scaffold_10	76302015	76907093	605078	True			False
mManPen7	haplotype1	TRB	SUPER_7	137758418	137958472	200054	True			False
mManPen7	haplotype2	TRB	scaffold_7	11629187	11831586	202399	True			True
mMarMar1	primary	IGH	SUPER_7	144433355	146079941	1646586	True			True
mMarMar1	primary	IGK	SUPER_9	100969115	101734119	765004	True			True
mMarMar1	alternate	IGL	atg002251l_1	0	61669	61669	False			False
mMarMar1	alternate	IGL	atg002957l_1	11373	42614	31241	False			False
mMarMar1	alternate	IGL	atg003111l_1	7296	30632	23336	False			False
mMarMar1	alternate	IGL	atg003177l_1	9082	123857	114775	False			False
mMarMar1	alternate	IGL	atg003421l_1	7802	69080	61278	False			False
mMarMar1	alternate	IGL	atg003755l_1	4018	42501	38483	False			False
mMarMar1	alternate	IGL	atg003902l_1	0	37549	37549	False			False
mMarMar1	alternate	IGL	atg006052l_1	15097	75101	60004	False			False
mMarMar1	alternate	IGL	atg006111l_1	1671	46510	44839	False			False
mMarMar1	alternate	IGL	atg006182l_1	19754	48356	28602	False			False
mMarMar1	alternate	IGL	atg006391l_1	0	32252	32252	False			False
mMarMar1	alternate	IGL	atg007176l_1	11033	64441	53408	False			False
mMarMar1	alternate	IGL	atg007477l_1	0	42123	42123	False			False
mMarMar1	alternate	IGL	atg008566l_1	0	61106	61106	False			False
mMarMar1	primary	IGL	SUPER_13	65609038	68022544	2413506	True			True
mMarMar1	alternate	TRA	atg001442l_1	0	279730	279730	False			False
mMarMar1	alternate	TRA	atg004347l_1	57388	100803	43415	False			False
mMarMar1	alternate	TRA	atg004390l_1	110451	380737	270286	False			False
mMarMar1	alternate	TRA	atg004888l_1	0	41370	41370	False			False
mMarMar1	primary	TRA	SUPER_7	71469657	72298393	828736	True			True
mMarMar1	alternate	TRB	atg000696l_1	343974	467946	123972	True			True
mMarMar1	primary	TRB	SUPER_11	96121283	96245208	123925	True			False
mMelMel3	maternal	IGH	CAKLPQ010000007.1	193190	2681051	2487861	True			False
mMelMel3	paternal	IGH	SUPER_6	151076266	153566245	2489979	True			True
mMelMel3	maternal	IGK	CAKLPQ010000015.1	37968050	38699572	731522	True			True
mMelMel3	paternal	IGK	SUPER_15	37940993	38672515	731522	True			False
mMelMel3	maternal	IGL	CAKLPQ010000013.1	27005770	28808335	1802565	True			True
mMelMel3	paternal	IGL	SUPER_12	27515017	29314782	1799765	True			False
mMelMel3	maternal	TRA	CAKLPQ010000007.1	76678033	77342784	664751	True			False
mMelMel3	paternal	TRA	SUPER_6	76437280	77108641	671361	True			True
mMelMel3	maternal	TRB	CAKLPQ010000010.1	12335497	12464213	128716	True			True
mMelMel3	paternal	TRB	SUPER_10	12166714	12295421	128707	True			False
mMicCal1.0	haplotype1	IGH	JAQJZF010000012.1	66309945	70199327	3889382	True			False
mMicCal1.0	haplotype2	IGH	JAQJZG010000010.1	66271927	70875443	4603516	True			True
mMicCal1.0	haplotype1	IGK	JAQJZF010000001.1	116409015	118508907	2099892	True			True
mMicCal1.0	haplotype2	IGK	JAQJZG010000001.1	116547748	118291175	1743427	True			False
mMicCal1.0	haplotype1	IGL	JAQJZF010000004.1	51167178	51391713	224535	True			False
mMicCal1.0	haplotype2	IGL	JAQJZG010000003.1	72312269	72820464	508195	True			True
mMicCal1.0	haplotype1	TRA	JAQJZF010000013.1	54506160	55004209	498049	True	manually selected	long distal	False
mMicCal1.0	haplotype1	TRA	JAQJZF010000013.1	57521955	58076108	554153	True	manually selected	long distal	True
mMicCal1.0	haplotype2	TRA	JAQJZG010000012.1	54307774	54784679	476905	True	manually selected	long distal	False
mMicCal1.0	haplotype2	TRA	JAQJZG010000012.1	57306836	57845866	539030	True	manually selected	long distal	False
mMicCal1.0	haplotype1	TRB	JAQJZF010000001.1	36689086	36912769	223683	True			False
mMicCal1.0	haplotype2	TRB	JAQJZG010000001.1	36628551	36863042	234491	True			True
mMirAng1	haplotype1	IGH	JARDRN010000009.1	143937537	144496052	558515	True			False
mMirAng1	haplotype2	IGH	JARDRO010000009.1	64539	642855	578316	True			True
mMirAng1	haplotype1	IGK	JARDRN010000010.1	37467919	37623198	155279	True			True
mMirAng1	haplotype2	IGK	JARDRO010000010.1	100979933	101134967	155034	True			False
mMirAng1	haplotype1	IGL	JARDRN010000014.1	59765025	59800175	35150	False			False
mMirAng1	haplotype1	IGL	JARDRN010000014.1	91175872	95436603	4260731	True	manually selected	possibly broken	True
mMirAng1	haplotype1	IGL	JARDRN010000038.1	15295	312394	297099	False			False
mMirAng1	haplotype2	IGL	JARDRO010000015.1	59760876	59796026	35150	False			False
mMirAng1	haplotype2	IGL	JARDRO010000015.1	66886080	68903949	2017869	True	manually selected	possibly broken	False
mMirAng1	haplotype2	IGL	JARDRO010000023.1	132514	1389641	1257127	True	manually selected	possibly broken	False
mMirAng1	haplotype2	IGL	JARDRO010000030.1	208183	883565	675382	False			False
mMirAng1	haplotype2	IGL	JARDRO010000052.1	26350	346822	320472	False			False
mMirAng1	haplotype1	TRA	JARDRN010000009.1	71837811	72367785	529974	True			True
mMirAng1	haplotype2	TRA	JARDRO010000009.1	72193982	72651137	457155	True			False
mMirAng1	haplotype1	TRB	JARDRN010000012.1	12149601	12258455	108854	True			False
mMirAng1	haplotype2	TRB	JARDRO010000013.1	94632466	94741329	108863	True			True
mMonDom1	alternate	IGH	atg001351l_1	18084	481498	463414	False			False
mMonDom1	alternate	IGH	hap_ptg000089l_1_1	0	799870	799870	False			False
mMonDom1	primary	IGH	SUPER_1	304231827	305232180	1000353	True			True
mMonDom1	alternate	IGK	hap_ptg000107l_1_1	857728	991434	133706	False			False
mMonDom1	alternate	IGK	hap_ptg000107l_1_1	1323991	1484245	160254	False			False
mMonDom1	primary	IGK	SUPER_1	720243705	720670232	426527	False			False
mMonDom1	primary	IGK	SUPER_1	723011628	723293273	281645	False			False
mMonDom1	primary	IGL	SUPER_3	9312095	9351622	39527	False			False
mMonDom1	primary	IGL	SUPER_3	9635016	10866970	1231954	False			False
mMonDom1	primary	IGL	SUPER_3	11431931	11516480	84549	False			False
mMonDom1	primary	IGL	SUPER_3	9312095	11516480	2204385	True			True
mMonDom1	primary	TRB	SUPER_5	217289647	217460751	171104	True			True
mMusAve1	primary	IGH	SUPER_12	107721805	108095304	373499	True			True
mMusAve1	alternate	IGK	atg001657l_1	64478	166706	102228	False			False
mMusAve1	alternate	IGK	atg026141l_1	0	31183	31183	False			False
mMusAve1	primary	IGK	SUPER_15	86611485	86819279	207794	True			True
mMusAve1	primary	IGL	SUPER_21	23148358	23518309	369951	True			True
mMusAve1	alternate	TRA	atg000755l_1	0	111600	111600	False			False
mMusAve1	alternate	TRA	atg002031l_1	6661	70846	64185	False			False
mMusAve1	alternate	TRA	atg011056l_1	0	59001	59001	False			False
mMusAve1	alternate	TRA	atg025860l_1	0	28592	28592	False			False
mMusAve1	primary	TRA	SCAFFOLD_56	59735	113000	53265	False			False
mMusAve1	primary	TRA	SUPER_12	26663110	28467315	1804205	False			False
mMusAve1	alternate	TRB	atg005097l_1	0	130749	130749	True			True
mMusAve1	primary	TRB	SUPER_9	102012922	102284958	272036	False			False
mMusErm1	primary	IGH	Super_Scaffold_5	293741	451464	157723	False			False
mMusErm1	primary	IGH	scaffold_5_arrow_ctg1	146714963	146917093	202130	False			False
mMusErm1	primary	IGH	scaffold_5_arrow_ctg1	147314768	147950366	635598	False			False
mMusErm1	alternate	IGK	000057F_014_arrow_arrow	17191	562032	544841	False			False
mMusErm1	alternate	IGK	000156F_001_arrow_arrow	186710	207779	21069	False			False
mMusErm1	primary	IGK	scaffold_60_arrow_ctg1	0	30863	30863	False			False
mMusErm1	primary	IGK	scaffold_7_arrow_ctg1	103115320	103956217	840897	False			False
mMusErm1	alternate	IGL	000027F_017_arrow_arrow	0	253591	253591	False			False
mMusErm1	alternate	IGL	000027F_018_arrow_arrow	50671	342233	291562	False			False
mMusErm1	alternate	IGL	000027F_030_arrow_arrow	238434	570299	331865	False			False
mMusErm1	alternate	IGL	000027F_037_arrow_arrow	40471	797469	756998	False			False
mMusErm1	primary	IGL	Super_Scaffold_2	65614372	67939550	2325178	True			True
mMusErm1	alternate	TRA	000141F_006_arrow_arrow	1283064	2061964	778900	True			False
mMusErm1	primary	TRA	scaffold_5_arrow_ctg1	73395926	74183505	787579	True			True
mMusErm1	alternate	TRB	000110F_016_arrow_arrow	2284122	2433294	149172	True			True
mMusErm1	primary	TRB	scaffold_12_arrow_ctg1	11777490	11926583	149093	True			False
mMusLut2	alternate	IGH	atg000219l_path_1	4995	678478	673483	False			False
mMusLut2	alternate	IGH	atg000367l_path_1	17772	527450	509678	False			False
mMusLut2	alternate	IGH	atg002282l_path_1	3683	68079	64396	False			False
mMusLut2	primary	IGH	SUPER_7	152638849	153966520	1327671	True			True
mMusLut2	alternate	IGK	atg004261l_path_1	0	555362	555362	False			False
mMusLut2	alternate	IGK	atg006542l_path_1	0	54290	54290	False			False
mMusLut2	alternate	IGK	atg010527l_path_1	60294	121677	61383	False			False
mMusLut2	primary	IGK	SUPER_9	107288207	108052035	763828	True			True
mMusLut2	alternate	IGL	atg001771l_path_1	0	449254	449254	False			False
mMusLut2	alternate	IGL	atg003329l_path_1	0	289115	289115	False			False
mMusLut2	alternate	IGL	atg004041l_path_1	240315	787061	546746	False			False
mMusLut2	alternate	IGL	atg004510l_path_1	1266	181198	179932	False			False
mMusLut2	alternate	IGL	atg006513l_path_1	66	218665	218599	False			False
mMusLut2	alternate	IGL	atg007175l_path_1	3767	64623	60856	False			False
mMusLut2	primary	IGL	SUPER_11	65737476	67718723	1981247	True			True
mMusLut2	alternate	TRA	atg004020l_path_1	96487	370903	274416	False			False
mMusLut2	alternate	TRA	atg004807l_path_1	0	205102	205102	False			False
mMusLut2	primary	TRA	SUPER_7	79004566	79747141	742575	True			True
mMusLut2	alternate	TRB	atg001107l_path_1	254303	385985	131682	True			True
mMusLut2	primary	TRB	SUPER_4	190647260	190778188	130928	True			False
mMusNiv1	haplotype1	IGH	scaffold_184	263037	530743	267706	False			False
mMusNiv1	haplotype1	IGH	scaffold_8	149575389	150694750	1119361	True	manually selected	main	False
mMusNiv1	haplotype2	IGH	scaffold_8	135374323	136882642	1508319	True			True
mMusNiv1	haplotype1	IGK	scaffold_1	227899986	228871974	971988	True			True
mMusNiv1	haplotype2	IGK	scaffold_7	37783990	38752790	968800	True			False
mMusNiv1	haplotype1	IGL	scaffold_12	65543116	67467366	1924250	True			False
mMusNiv1	haplotype2	IGL	scaffold_14	25175034	27115784	1940750	True			True
mMusNiv1	haplotype1	TRA	scaffold_8	76478946	77247273	768327	True			False
mMusNiv1	haplotype2	TRA	scaffold_8	61965193	62734345	769152	True			True
mMusNiv1	haplotype1	TRB	scaffold_11	94858462	94990239	131777	True			False
mMusNiv1	haplotype2	TRB	scaffold_12	95514061	95648138	134077	True			True
mMyoDau2	alternate	IGH	atg001036l_1	41497	845125	803628	True	manually selected	haplotype 1	False
mMyoDau2	alternate	IGH	atg001560l_1	587580	672223	84643	False			False
mMyoDau2	alternate	IGH	atg002255l_1	103088	387090	284002	False			False
mMyoDau2	alternate	IGH	atg002423l_1	0	263950	263950	False			False
mMyoDau2	alternate	IGH	atg002587l_1	0	84832	84832	False			False
mMyoDau2	alternate	IGH	atg002748l_1	1001	38202	37201	False			False
mMyoDau2	alternate	IGH	atg002952l_1	9837	62123	52286	False			False
mMyoDau2	alternate	IGH	atg003098l_1	4822	54351	49529	False			False
mMyoDau2	alternate	IGH	atg003380l_1	3463	41537	38074	False			False
mMyoDau2	alternate	IGH	atg003431l_1	8811	50797	41986	False			False
mMyoDau2	alternate	IGH	atg004149l_1	0	63382	63382	False			False
mMyoDau2	alternate	IGH	atg004162l_1	0	61532	61532	False			False
mMyoDau2	alternate	IGH	atg004799l_1	0	29120	29120	False			False
mMyoDau2	alternate	IGH	atg005240l_1	0	68139	68139	False			False
mMyoDau2	alternate	IGH	atg005375l_1	0	59641	59641	False			False
mMyoDau2	alternate	IGH	hap_ptg000753l_1_1	369002	408707	39705	False			False
mMyoDau2	alternate	IGH	hap_ptg001006l_1_1	0	254259	254259	False			False
mMyoDau2	primary	IGH	SUPER_1_unloc_1	0	825429	825429	True	manually selected	haplotype 1	False
mMyoDau2	primary	IGH	SUPER_20	15939161	16026470	87309	False			False
mMyoDau2	primary	IGH	SUPER_20	16356291	17614094	1257803	True	manually selected	haplotype 2	True
mMyoDau2	alternate	IGL	atg000498l_1	0	190738	190738	False			False
mMyoDau2	alternate	IGL	atg001652l_1	552376	801922	249546	False			False
mMyoDau2	alternate	IGL	atg005851l_1	0	31523	31523	False			False
mMyoDau2	primary	IGL	SUPER_19	26975387	27478487	503100	True			True
mMyoDau2	alternate	TRA	atg000940l_1	756018	1264005	507987	False			False
mMyoDau2	alternate	TRA	atg001015l_1	488670	851393	362723	False			False
mMyoDau2	alternate	TRA	atg001598l_1	0	127939	127939	False			False
mMyoDau2	primary	TRA	SUPER_1	76691126	77685527	994401	True			True
mMyoDau2	alternate	TRB	atg000445l_1	120631	385422	264791	True			False
mMyoDau2	primary	TRB	SUPER_10	33928240	34208709	280469	True			True
mMyoYum1.0	haplotype1	IGH	JAPQVT010000001.1	1810895	3028148	1217253	True	manually selected	haplotype 1	False
mMyoYum1.0	haplotype1	IGH	JAPQVT010000022.1	15580510	17207000	1626490	True	manually selected	haplotype 2	True
mMyoYum1.0	haplotype1	IGH	JAPQVT010000262.1	0	28104	28104	False			False
mMyoYum1.0	haplotype1	IGH	JAPQVT010000395.1	0	19585	19585	False			False
mMyoYum1.0	haplotype2	IGH	JAPQVU010000020.1	49708	1257138	1207430	True	manually selected	haplotype 1	False
mMyoYum1.0	haplotype2	IGH	JAPQVU010000023.1	15468170	16945445	1477275	True	manually selected	haplotype 2	False
mMyoYum1.0	haplotype1	IGL	JAPQVT010000019.1	26013283	26610927	597644	True			True
mMyoYum1.0	haplotype2	IGL	JAPQVU010000021.1	26072531	26645076	572545	True			False
mMyoYum1.0	haplotype1	TRA	JAPQVT010000001.1	81440747	82471107	1030360	True			True
mMyoYum1.0	haplotype2	TRA	JAPQVU010000003.1	38764116	39703973	939857	True			False
mMyoYum1.0	haplotype1	TRB	JAPQVT010000009.1	33736255	33967191	230936	True			False
mMyoYum1.0	haplotype2	TRB	JAPQVU010000011.1	51266728	51543680	276952	True			True
mNeoNeb1	alternate	IGH	atg000573l_1	4968	182275	177307	False			False
mNeoNeb1	alternate	IGH	hap_ptg001016l_1_1	22991	769457	746466	False			False
mNeoNeb1	alternate	IGH	hap_ptg001219l_1_1	2797	586375	583578	False			False
mNeoNeb1	alternate	IGH	hap_ptg001979l_1_1	0	149696	149696	False			False
mNeoNeb1	primary	IGH	SUPER_7	148081542	150016181	1934639	True			True
mNeoNeb1	alternate	IGK	hap_ptg000832l_1_1	1060678	1212778	152100	True			False
mNeoNeb1	primary	IGK	SUPER_9	38646684	38798797	152113	True			True
mNeoNeb1	alternate	IGL	atg006771l_1	4365	37011	32646	False			False
mNeoNeb1	alternate	IGL	hap_ptg001221l_1_1	71231	191319	120088	False			False
mNeoNeb1	alternate	IGL	hap_ptg002000l_1_1	0	345069	345069	False			False
mNeoNeb1	alternate	IGL	hap_ptg002242l_1_1	0	159966	159966	False			False
mNeoNeb1	alternate	IGL	hap_ptg002653l_1_1	0	163770	163770	False			False
mNeoNeb1	primary	IGL	SUPER_11	74515550	75748322	1232772	True			True
mNeoNeb1	alternate	TRA	atg000412l_1	1359	375226	373867	False			False
mNeoNeb1	alternate	TRA	hap_ptg000933l_1_1	14973	72583	57610	False			False
mNeoNeb1	primary	TRA	SUPER_7	73274822	73759335	484513	True			True
mNeoNeb1	primary	TRB	SUPER_4	12772180	12901602	129422	True			True
mNycCou1	alternate	IGH	atg000300l_1	930315	1001543	71228	False			False
mNycCou1	alternate	IGH	atg000923l_1	3389638	4284995	895357	True	manually selected	main	False
mNycCou1	alternate	IGH	atg002390l_1	329628	369799	40171	False			False
mNycCou1	alternate	IGH	hap_ptg000231l_1_1	3653733	3724977	71244	False			False
mNycCou1	alternate	IGH	hap_ptg000294l_1_1	462958	637901	174943	False			False
mNycCou1	primary	IGH	SUPER_1	108294969	108335140	40171	False			False
mNycCou1	primary	IGH	SUPER_21	9838680	9937785	99105	False			False
mNycCou1	primary	IGH	SUPER_4	128987026	129058260	71234	False			False
mNycCou1	primary	IGH	SUPER_5	60147501	60324760	177259	False			False
mNycCou1	primary	IGH	SUPER_6	43991	971058	927067	True	manually selected	main	True
mNycCou1	primary	IGH	scaffold_44	838154	909435	71281	False			False
mNycCou1	alternate	IGK	hap_ptg000297l_1_1	74364	757284	682920	True			False
mNycCou1	primary	IGK	SUPER_4	86410712	87114645	703933	True			True
mNycCou1	alternate	IGL	atg002182l_1	15926	54814	38888	False			False
mNycCou1	alternate	IGL	atg002982l_1	811923	893690	81767	False			False
mNycCou1	alternate	IGL	atg003366l_1	0	99230	99230	False			False
mNycCou1	alternate	IGL	atg005929l_1	0	52978	52978	False			False
mNycCou1	alternate	IGL	atg006537l_1	11640	75606	63966	False			False
mNycCou1	alternate	IGL	atg007751l_1	16011	39879	23868	False			False
mNycCou1	alternate	IGL	hap_ptg000019l_1_1	2841527	3182132	340605	False			False
mNycCou1	alternate	IGL	hap_ptg000019l_1_1	5354848	5382192	27344	False			False
mNycCou1	alternate	IGL	hap_ptg000030l_1_1	328111	355344	27233	False			False
mNycCou1	alternate	IGL	hap_ptg000030l_1_1	1417031	1781782	364751	False			False
mNycCou1	alternate	IGL	hap_ptg000068l_1_1	7344206	7618423	274217	False			False
mNycCou1	alternate	IGL	hap_ptg000068l_1_1	8173566	8225865	52299	False			False
mNycCou1	alternate	IGL	hap_ptg000132l_1_1	23686	255664	231978	False			False
mNycCou1	alternate	IGL	hap_ptg000135l_1_1	1615961	1664980	49019	False			False
mNycCou1	alternate	IGL	hap_ptg000136l_1_1	278518	305846	27328	False			False
mNycCou1	alternate	IGL	hap_ptg000136l_1_1	598522	669595	71073	False			False
mNycCou1	alternate	IGL	hap_ptg000136l_1_1	2666817	2735015	68198	False			False
mNycCou1	alternate	IGL	hap_ptg000206l_1_1	883789	1276258	392469	False			False
mNycCou1	alternate	IGL	hap_ptg000224l_1_1	2491738	2559024	67286	False			False
mNycCou1	alternate	IGL	hap_ptg000230l_1_1	930791	988218	57427	False			False
mNycCou1	alternate	IGL	hap_ptg000231l_1_1	3109436	3233741	124305	False			False
mNycCou1	alternate	IGL	hap_ptg000231l_1_1	3927053	4073609	146556	False			False
mNycCou1	alternate	IGL	hap_ptg000270l_1_1	824649	1108372	283723	False			False
mNycCou1	alternate	IGL	hap_ptg000285l_1_1	222004	305200	83196	False			False
mNycCou1	alternate	IGL	hap_ptg000285l_1_1	2211166	2282239	71073	False			False
mNycCou1	alternate	IGL	hap_ptg000285l_1_1	3174436	3244227	69791	False			False
mNycCou1	alternate	IGL	hap_ptg000285l_1_1	3643205	3939333	296128	False			False
mNycCou1	alternate	IGL	hap_ptg000285l_1_1	4259118	4286427	27309	False			False
mNycCou1	alternate	IGL	hap_ptg000285l_1_1	5105608	5167028	61420	False			False
mNycCou1	alternate	IGL	hap_ptg000285l_1_1	6009796	6144656	134860	False			False
mNycCou1	alternate	IGL	hap_ptg000291l_1_1	1395489	1752402	356913	False			False
mNycCou1	alternate	IGL	hap_ptg000291l_1_1	2397210	2424522	27312	False			False
mNycCou1	alternate	IGL	hap_ptg000293l_1_1	941469	997479	56010	False			False
mNycCou1	alternate	IGL	hap_ptg000293l_1_1	1406824	1767645	360821	False			False
mNycCou1	alternate	IGL	hap_ptg000294l_1_1	387510	472477	84967	False			False
mNycCou1	alternate	IGL	hap_ptg000327l_1_1	341182	394562	53380	False			False
mNycCou1	alternate	IGL	hap_ptg000336l_1_1	1424221	1507790	83569	False			False
mNycCou1	alternate	IGL	hap_ptg000416l_1_1	665743	932737	266994	False			False
mNycCou1	alternate	IGL	hap_ptg000416l_1_1	1460898	1516925	56027	False			False
mNycCou1	alternate	IGL	hap_ptg000555l_1_1	128637	281187	152550	False			False
mNycCou1	alternate	IGL	hap_ptg000559l_1_1	639026	898639	259613	False			False
mNycCou1	primary	IGL	SUPER_12	112490214	112557665	67451	False			False
mNycCou1	primary	IGL	SUPER_16	96123304	96396539	273235	False			False
mNycCou1	primary	IGL	SUPER_18	3679507	4588884	909377	False			False
mNycCou1	primary	IGL	SUPER_18	4906276	4933605	27329	False			False
mNycCou1	primary	IGL	SUPER_20	488421	753504	265083	False			False
mNycCou1	primary	IGL	SUPER_21	258784	297260	38476	False			False
mNycCou1	primary	IGL	SUPER_21	669746	708329	38583	False			False
mNycCou1	primary	IGL	SUPER_21	2514570	2553155	38585	False			False
mNycCou1	primary	IGL	SUPER_21	6852764	6880080	27316	False			False
mNycCou1	primary	IGL	SUPER_21	7208402	7261791	53389	False			False
mNycCou1	primary	IGL	SUPER_21	8289624	9007560	717936	False			False
mNycCou1	primary	IGL	SUPER_21	10471552	10498690	27138	False			False
mNycCou1	primary	IGL	SUPER_4	131577676	131860806	283130	False			False
mNycCou1	primary	IGL	SUPER_4	132211410	132263283	51873	False			False
mNycCou1	primary	IGL	SUPER_4	135047431	135710826	663395	False			False
mNycCou1	primary	IGL	SUPER_4	136011010	137456116	1445106	False			False
mNycCou1	primary	IGL	SUPER_4	131577676	137456116	5878440	True	manually selected	merged	True
mNycCou1	primary	IGL	SUPER_6	85294374	85651463	357089	False			False
mNycCou1	primary	IGL	SUPER_6	86318756	86346064	27308	False			False
mNycCou1	primary	IGL	SUPER_6	87527281	87554622	27341	False			False
mNycCou1	primary	IGL	SUPER_9	133375743	133431084	55341	False			False
mNycCou1	primary	IGL	SUPER_9	134019954	134053965	34011	False			False
mNycCou1	primary	IGL	SUPER_9	134368243	134409907	41664	False			False
mNycCou1	primary	IGL	SUPER_Y	19190210	19215372	25162	False			False
mNycCou1	primary	IGL	SUPER_Y	23787991	23815329	27338	False			False
mNycCou1	primary	IGL	SUPER_Y	31818286	31845610	27324	False			False
mNycCou1	primary	IGL	SUPER_Y	32144712	32215776	71064	False			False
mNycCou1	primary	IGL	SUPER_Y	32884627	32955575	70948	False			False
mNycCou1	primary	IGL	SUPER_Y	34434900	34505979	71079	False			False
mNycCou1	primary	IGL	SUPER_Y	35358063	35420942	62879	False			False
mNycCou1	primary	IGL	scaffold_43	963019	1012046	49027	False			False
mNycCou1	primary	IGL	scaffold_44	492365	648230	155865	False			False
mNycCou1	primary	IGL	scaffold_44	1897385	1924730	27345	False			False
mNycCou1	primary	IGL	scaffold_46	770445	866846	96401	False			False
mNycCou1	primary	IGL	scaffold_46	1264204	1328309	64105	False			False
mNycCou1	primary	IGL	scaffold_49	58976	86300	27324	False			False
mNycCou1	primary	IGL	scaffold_49	966419	1028102	61683	False			False
mNycCou1	primary	IGL	scaffold_53	222507	271547	49040	False			False
mNycCou1	primary	IGL	scaffold_53	883026	910369	27343	False			False
mNycCou1	primary	IGL	scaffold_65	263956	331252	67296	False			False
mNycCou1	primary	IGL	scaffold_70	150667	190977	40310	False			False
mNycCou1	primary	IGL	scaffold_75	128682	484668	355986	False			False
mNycCou1	alternate	TRA	atg000243l_1	280460	1113898	833438	True			True
mNycCou1	primary	TRA	SUPER_6	31712106	32506673	794567	True			False
mNycCou1	alternate	TRB	atg000415l_1	881050	1196278	315228	True			True
mNycCou1	primary	TRB	SUPER_11	113046088	113357647	311559	True			False
mNycCou1	alternate	TRG	atg000465l_1	2020528	2318860	298332	True			False
mNycCou1	primary	TRG	SUPER_11	17804799	18095231	290432	True			False
mOrcOrc1	alternate	IGH	atg010700l_1	0	121175	121175	False			False
mOrcOrc1	alternate	IGH	atg018447l_1	0	36456	36456	False			False
mOrcOrc1	primary	IGH	SUPER_2	201569895	201910562	340667	True			True
mOrcOrc1	primary	IGK	SUPER_13	12455568	12521159	65591	True			True
mOrcOrc1	alternate	IGL	atg010301l_1	0	49155	49155	False			False
mOrcOrc1	alternate	IGL	atg016982l_1	0	32618	32618	False			False
mOrcOrc1	alternate	IGL	atg022788l_1	0	22391	22391	False			False
mOrcOrc1	primary	IGL	SUPER_15	64950359	65302743	352384	True			True
mOrcOrc1	alternate	TRA	atg000494l_1	188134	390264	202130	False			False
mOrcOrc1	alternate	TRA	atg005476l_1	507331	605071	97740	False			False
mOrcOrc1	primary	TRA	SUPER_2	125891595	126595102	703507	True			True
mOrcOrc1	alternate	TRB	atg001820l_1	23438	115760	92322	True			True
mOrcOrc1	primary	TRB	SUPER_9	11929290	12021560	92270	True			False
mPerMan1.0	alternate	IGH	JAOPKX010000011.1	3838454	6737512	2899058	True			True
mPerMan1.0	primary	IGH	JAOPKW010000028.1	25810885	27026583	1215698	False			False
mPerMan1.0	primary	IGH	JAOPKW010000085.1	40599	2616066	2575467	False			False
mPerMan1.0	alternate	IGK	JAOPKX010000009.1	62784845	67039835	4254990	True			True
mPerMan1.0	primary	IGK	JAOPKW010000032.1	24580050	25200556	620506	False			False
mPerMan1.0	primary	IGK	JAOPKW010000111.1	2410	1127900	1125490	False			False
mPerMan1.0	primary	IGK	JAOPKW010000121.1	10850	2674035	2663185	False			False
mPerMan1.0	alternate	IGL	JAOPKX010000056.1	525758	975510	449752	False			False
mPerMan1.0	alternate	IGL	JAOPKX010000070.1	467245	871982	404737	False			False
mPerMan1.0	primary	IGL	JAOPKW010000054.1	4591381	4986597	395216	False			False
mPerMan1.0	primary	IGL	JAOPKW010000054.1	5399293	6258729	859436	False			False
mPerMan1.0	primary	IGL	JAOPKW010000054.1	4591381	6258729	1667348	True	manually selected	merged	True
mPerMan1.0	alternate	TRA	JAOPKX010000029.1	18144344	19490673	1346329	True			True
mPerMan1.0	primary	TRA	JAOPKW010000044.1	3505	45876	42371	False			False
mPerMan1.0	primary	TRA	JAOPKW010000093.1	0	1212659	1212659	False			False
mPerMan1.0	primary	TRA	JAOPKW010000182.1	0	1043264	1043264	False			False
mPerMan1.0	alternate	TRB	JAOPKX010000037.1	5826119	6026852	200733	True			True
mPerMan1.0	primary	TRB	JAOPKW010000011.1	47425391	47615542	190151	True			False
mPhoSin1	alternate	IGH	000057F_031_arrow_arrow	15637	119700	104063	True			False
mPhoSin1	primary	IGH	scaffold_2_arrow_ctg1	178322169	178536207	214038	True			True
mPhoSin1	primary	IGK	scaffold_11_arrow_ctg1	78045272	78148820	103548	True			True
mPhoSin1	alternate	IGL	000077F_041_arrow_arrow	0	35693	35693	False			False
mPhoSin1	alternate	IGL	000534F_001_arrow_arrow	0	54092	54092	False			False
mPhoSin1	alternate	IGL	contig_00010f_arrow	0	64267	64267	False			False
